Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
376,Chuma Okeke,25,ORL,SF,47,8,432,6.9,.465,.732,.063,4.9,17.0,10.9,6.2,1.0,1.5,12.2,13.3,-0.3,0.6,0.3,.029,-3.2,-0.2,-3.4,-0.2,,okekech01
377,Dominick Barlow,20,SAS,PF,33,1,420,14.6,.548,.080,.372,11.5,17.7,14.5,11.7,1.4,2.8,6.4,14.1,0.7,0.4,1.1,.126,-1.7,0.0,-1.7,0.0,,barlodo01
378,Reggie Bullock,32,HOU,SF,44,0,417,7.7,.582,.817,.012,1.5,17.4,9.4,4.6,1.4,1.1,10.8,9.4,0.1,0.5,0.6,.072,-2.9,0.5,-2.4,0.0,,bullore01
379,Patty Mills,35,2TM,PG,32,5,415,7.2,.467,.664,.084,2.3,7.1,4.7,11.1,2.4,0.2,10.5,15.9,-0.3,0.4,0.1,.009,-5.0,0.4,-4.6,-0.3,,millspa02
379,Patty Mills,35,ATL,PG,19,0,202,6.6,.500,.667,.000,2.6,8.4,5.4,8.7,2.1,0.4,13.6,12.2,-0.1,0.1,0.0,.008,-4.1,0.4,-3.8,-0.1,,millspa02
379,Patty Mills,35,MIA,PG,13,5,213,7.9,.448,.663,.138,2.1,5.9,4.0,13.4,2.6,0.0,8.6,19.4,-0.2,0.3,0.0,.009,-5.8,0.5,-5.3,-0.2,,millspa02
380,Trent Forrest,25,ATL,SG,38,0,414,8.9,.426,.111,.189,2.8,10.9,6.7,27.6,1.3,0.7,17.0,11.8,0.1,0.1,0.2,.027,-3.8,-0.7,-4.4,-0.3,,forretr01
381,Svi Mykhailiuk,26,BOS,SF,41,2,413,11.7,.575,.788,.066,3.0,10.0,6.7,11.0,1.3,0.2,7.8,16.1,0.5,0.4,0.9,.106,-0.9,-0.9,-1.8,0.0,,mykhasv01
382,Wesley Matthews,37,ATL,SG,36,3,413,8.2,.511,.711,.247,2.3,12.1,7.0,6.9,1.9,2.4,6.9,11.7,0.2,0.3,0.4,.049,-3.1,0.3,-2.8,-0.1,,matthwe02
383,Aleksej Pokusevski,22,2TM,PF,28,0,405,12.7,.525,.455,.339,4.6,20.4,12.3,12.0,1.8,3.0,12.0,17.2,0.0,0.4,0.4,.050,-1.8,-0.1,-1.9,0.0,,pokusal01
383,Aleksej Pokusevski,22,OKC,PF,10,0,60,2.5,.338,.688,.250,3.9,14.3,9.3,9.7,0.8,1.5,14.5,15.0,-0.1,0.1,-0.1,-0.063,-7.7,-2.2,-9.9,-0.1,,pokusal01
383,Aleksej Pokusevski,22,CHO,PF,18,0,345,14.5,.552,.419,.352,4.7,21.5,12.9,12.4,2.0,3.2,11.7,17.6,0.2,0.3,0.5,.070,-0.8,0.3,-0.5,0.1,,pokusal01
384,Luka Šamanić,24,UTA,PF,43,7,404,8.9,.485,.405,.354,6.0,21.6,13.9,6.5,0.6,1.5,13.3,21.8,-0.4,0.2,-0.2,-0.029,-4.9,-2.9,-7.8,-0.6,,samanlu01
385,Javon Freeman-Liberty,24,TOR,PG,22,6,403,10.7,.547,.339,.290,4.3,15.1,9.6,13.4,1.2,0.9,15.2,17.5,0.1,0.2,0.2,.029,-3.1,-2.0,-5.2,-0.3,,freemja01
386,Derrick Rose,35,MEM,PG,24,7,399,13.1,.540,.248,.164,1.8,10.9,6.2,32.3,1.0,0.5,14.9,22.3,0.1,0.3,0.4,.046,-1.3,-1.5,-2.8,-0.1,,rosede01
387,DeAndre Jordan,35,DEN,C,36,2,396,16.0,.610,.000,.570,15.6,28.0,22.0,8.5,0.8,3.4,16.5,15.4,0.6,0.6,1.2,.147,-1.7,-0.1,-1.7,0.0,,jordade01
388,Kobe Brown,24,LAC,PF,44,0,394,7.6,.490,.533,.022,5.9,11.6,8.9,8.1,1.5,1.4,9.0,11.1,0.1,0.3,0.5,.055,-4.0,0.2,-3.8,-0.2,,brownko01
389,Lester Quiñones,23,GSW,SG,37,0,394,10.3,.533,.624,.206,5.8,13.8,9.9,12.0,0.7,0.5,10.0,18.3,0.3,0.3,0.6,.068,-2.0,-1.3,-3.3,-0.1,,quinole01
390,Eugene Omoruyi,26,WAS,SF,43,0,393,16.0,.549,.275,.293,9.3,13.9,11.6,13.0,3.2,1.0,10.0,22.5,0.2,0.4,0.6,.074,-1.9,-0.4,-2.3,0.0,,omorueu01
391,Matt Ryan,26,NOP,SF,28,1,390,9.0,.638,.805,.124,1.7,9.6,5.7,6.1,0.8,0.3,13.8,15.4,0.2,0.3,0.5,.065,-1.4,-1.3,-2.7,-0.1,,ryanma01
392,Justin Minaya,24,POR,SF,34,1,381,5.8,.391,.662,.122,8.3,8.1,8.2,7.3,1.2,2.4,10.3,9.7,-0.1,0.2,0.1,.009,-5.1,-0.5,-5.6,-0.3,,minayju01
393,Johnny Juzang,22,UTA,SG,20,5,372,9.6,.620,.700,.127,2.1,8.5,5.3,8.4,0.5,0.5,10.1,14.5,0.4,0.0,0.4,.047,-1.5,-2.2,-3.7,-0.2,,juzanjo01
394,Noah Clowney,19,BRK,PF,23,4,370,14.2,.626,.355,.323,7.5,16.7,12.0,6.9,1.1,3.9,12.4,14.2,0.5,0.4,0.9,.111,-0.8,0.1,-0.7,0.1,,clownno01
395,Tosan Evbuomwan,22,2TM,SF,17,8,367,9.9,.616,.451,.352,5.3,13.0,9.1,5.9,0.8,1.2,9.9,10.6,0.4,0.2,0.5,.071,-2.4,-0.7,-3.0,-0.1,,evbuoto01
395,Tosan Evbuomwan,22,MEM,SF,4,0,74,5.7,.333,.533,.000,11.4,9.2,10.3,10.9,0.0,1.3,6.3,9.3,0.0,0.0,0.0,.016,-4.2,-2.2,-6.4,-0.1,,evbuoto01
395,Tosan Evbuomwan,22,DET,SF,13,8,293,10.9,.679,.429,.446,3.7,13.9,8.8,4.6,1.0,1.2,10.7,10.9,0.4,0.1,0.5,.085,-1.9,-0.3,-2.2,0.0,,evbuoto01
396,Ousmane Dieng,20,OKC,PF,33,0,365,10.1,.540,.603,.138,3.2,12.0,7.8,12.9,1.1,1.3,13.4,16.9,0.0,0.4,0.4,.055,-2.3,-0.7,-3.0,-0.1,,diengou01
397,Jontay Porter,24,TOR,PF,26,5,360,14.9,.514,.577,.173,7.8,17.5,12.5,21.8,2.7,4.9,15.8,15.8,0.2,0.4,0.7,.089,-0.3,1.9,1.7,0.3,,portejo01
398,Ben Simmons,27,BRK,PG,15,12,359,16.3,.571,.000,.203,9.2,27.6,18.1,33.2,1.7,2.3,25.1,13.0,0.5,0.5,1.0,.133,-0.5,2.9,2.4,0.4,,simmobe01
399,Brandon Boston Jr.,22,LAC,SF,32,0,345,8.7,.476,.323,.205,6.4,10.4,8.5,5.4,1.6,2.1,12.0,25.4,-0.6,0.3,-0.3,-0.040,-6.2,-2.7,-9.0,-0.6,,bostobr01
400,Jarace Walker,20,IND,PF,33,0,340,11.8,.527,.500,.082,4.0,17.0,10.5,13.9,2.1,2.6,13.0,16.1,0.1,0.3,0.4,.058,-0.5,0.7,0.2,0.2,,walkeja02
401,JaVale McGee,36,SAC,C,46,0,339,19.0,.609,.053,.341,13.6,28.4,20.8,7.6,2.0,5.4,18.3,23.4,0.1,0.6,0.7,.101,-1.9,0.6,-1.3,0.1,,mcgeeja01
402,Olivier-Maxence Prosper,21,DAL,PF,40,1,336,11.6,.496,.433,.394,8.2,17.5,12.8,8.4,1.0,1.0,6.2,16.6,0.2,0.3,0.5,.076,-1.7,-1.3,-2.9,-0.1,,prospol01
403,Jeremiah Robinson-Earl,23,NOP,PF,39,1,334,11.8,.564,.411,.168,7.8,17.5,12.7,8.4,1.5,1.2,13.6,15.4,0.2,0.4,0.6,.086,-1.9,-0.3,-2.2,0.0,,robinje02
404,Neemias Queta,24,BOS,C,28,0,333,22.9,.662,.000,.269,17.9,21.5,19.8,8.5,1.9,5.5,10.1,16.9,1.1,0.7,1.8,.259,0.4,1.1,1.5,0.3,,quetane01
405,Julian Phillips,20,CHI,SF,40,0,323,7.0,.521,.494,.247,4.1,8.5,6.2,5.3,1.1,2.2,10.5,13.0,0.0,0.2,0.2,.031,-4.7,-0.6,-5.3,-0.3,,phillju01
406,Cody Zeller,31,NOP,C,43,0,320,12.8,.483,.048,.613,16.9,22.0,19.5,15.2,1.4,1.5,16.9,12.9,0.4,0.4,0.8,.124,-2.9,0.3,-2.6,0.0,,zelleco01
407,Ja Morant,24,MEM,PG,9,9,318,20.6,.570,.300,.376,2.0,15.8,8.6,42.2,1.1,1.5,12.0,30.4,0.5,0.3,0.8,.124,2.7,0.4,3.1,0.4,,moranja01
408,Ashton Hagans,24,POR,PG,19,1,316,8.5,.510,.352,.239,4.7,11.7,8.0,23.7,1.7,2.6,27.7,14.6,-0.2,0.3,0.0,.006,-4.4,0.9,-3.5,-0.1,,haganas01
409,Devonte' Graham,28,SAS,PG,23,0,313,9.4,.495,.769,.148,1.7,10.8,6.2,21.0,1.4,0.5,12.9,17.8,-0.1,0.2,0.1,.018,-3.0,-0.9,-3.9,-0.1,,grahade01
410,A.J. Lawson,23,DAL,SG,42,0,311,11.2,.519,.413,.190,4.9,12.6,8.8,8.9,1.5,0.8,9.6,20.0,0.0,0.3,0.2,.036,-3.1,-1.5,-4.6,-0.2,,lawsoaj01
411,Nathan Mensah,25,CHO,C,25,0,307,5.0,.496,.000,.429,10.3,13.6,11.9,3.7,1.0,4.3,29.6,6.8,0.0,0.2,0.1,.023,-8.7,-0.1,-8.8,-0.5,,mensana01
412,Stanley Umude,24,DET,SG,24,2,307,11.4,.647,.631,.381,2.9,15.9,9.3,4.9,1.3,2.0,12.5,15.6,0.3,0.2,0.5,.085,-1.5,-0.1,-1.6,0.0,,umudest01
413,Orlando Robinson,23,MIA,C,36,7,304,14.0,.596,.208,.347,10.4,21.0,15.7,15.8,1.1,2.6,17.8,14.8,0.4,0.5,0.9,.135,-1.9,0.8,-1.1,0.1,,robinor01
414,Furkan Korkmaz,26,PHI,SG,35,0,300,9.2,.519,.526,.263,1.4,9.7,5.5,11.0,2.3,0.9,10.5,13.6,0.0,0.3,0.4,.057,-3.2,0.4,-2.7,-0.1,,korkmfu01
415,Cory Joseph,32,GSW,PG,26,0,296,6.2,.470,.656,.109,2.2,8.6,5.5,17.2,0.7,0.9,15.2,11.3,0.0,0.2,0.2,.034,-4.0,-0.7,-4.7,-0.2,,josepco01
416,Ricky Council IV,22,PHI,SG,32,0,289,18.6,.604,.286,.634,5.3,12.4,8.8,8.2,1.4,0.3,3.4,22.1,0.8,0.3,1.0,.173,2.1,-0.8,1.3,0.2,,councri01
417,Garrett Temple,37,TOR,SG,27,2,289,9.5,.502,.513,.282,6.7,10.5,8.6,12.5,2.0,0.9,13.8,15.0,0.0,0.2,0.2,.032,-3.4,-1.2,-4.7,-0.2,,templga01
418,Leaky Black,24,CHO,SF,26,3,284,11.5,.589,.385,.288,3.5,15.9,9.5,11.4,1.4,3.6,9.3,10.1,0.3,0.2,0.5,.084,-2.6,0.3,-2.4,0.0,,blackle01
419,Lindy Waters III,26,OKC,SG,38,0,280,15.3,.653,.817,.019,2.9,12.6,8.0,11.5,0.9,2.3,6.3,17.3,0.6,0.3,0.9,.150,2.4,-0.5,1.9,0.3,,waterli01
420,Kessler Edwards,23,SAC,SF,54,0,275,10.3,.541,.634,.110,3.6,13.7,8.5,7.1,1.8,1.3,4.4,14.0,0.2,0.3,0.5,.083,-1.6,0.1,-1.5,0.0,,edwarke02
421,Damian Jones,28,CLE,C,39,0,270,15.8,.659,.194,.292,8.4,17.3,12.9,7.9,1.3,4.3,13.8,15.4,0.4,0.4,0.8,.150,-1.7,1.2,-0.5,0.1,,jonesda03
422,Onuralp Bitim,24,CHI,SG,23,1,268,5.0,.464,.524,.060,2.5,11.1,6.7,6.5,0.6,0.8,10.4,15.8,-0.3,0.1,-0.1,-0.027,-5.4,-2.0,-7.4,-0.4,,bitimon01
423,Kira Lewis Jr.,22,3TM,PG,28,0,265,8.6,.441,.359,.217,3.8,7.0,5.4,18.8,1.7,0.7,12.2,18.5,-0.2,0.2,0.0,-0.005,-4.4,-1.4,-5.8,-0.3,,lewiski01
423,Kira Lewis Jr.,22,NOP,PG,15,0,144,5.7,.387,.385,.212,3.1,7.6,5.4,16.2,1.7,0.7,12.3,19.6,-0.3,0.1,-0.1,-0.045,-6.4,-1.1,-7.5,-0.2,,lewiski01
423,Kira Lewis Jr.,22,TOR,PG,1,0,2,-7.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.011,-22.1,-0.2,-22.3,0.0,,lewiski01
423,Kira Lewis Jr.,22,UTA,PG,12,0,119,12.3,.512,.325,.225,4.7,6.4,5.6,22.2,1.6,0.7,12.0,17.6,0.1,0.0,0.1,.042,-1.6,-1.9,-3.5,0.0,,lewiski01
424,Jamal Cain,24,MIA,PF,26,1,259,11.5,.544,.392,.291,6.5,9.7,8.1,5.6,1.9,1.9,8.2,16.7,0.1,0.3,0.5,.089,-2.5,0.2,-2.3,0.0,,cainja01
425,Jared Rhoden,24,DET,SG,17,0,245,10.3,.597,.470,.121,1.3,13.9,7.5,8.0,0.6,4.5,9.1,13.3,0.1,0.2,0.3,.060,-2.9,0.4,-2.5,0.0,,rhodeja01
426,Justin Champagnie,22,WAS,SF,15,1,235,13.6,.526,.577,.192,8.5,15.8,12.1,10.7,2.0,3.1,10.6,17.0,0.1,0.2,0.3,.058,-1.1,-0.8,-1.8,0.0,,champju01
427,Javonte Green,30,CHI,SF,9,5,230,20.2,.681,.360,.173,9.5,23.3,16.3,3.3,2.2,3.6,8.0,16.7,0.5,0.3,0.9,.180,1.9,0.1,2.0,0.2,,greenja02
428,Ibou Badji,21,POR,C,22,1,226,8.1,.623,.000,.545,9.4,16.3,12.6,7.7,0.7,8.0,35.5,8.0,0.0,0.2,0.2,.046,-7.7,1.9,-5.8,-0.2,,badjiib01
429,Collin Gillespie,24,DEN,PG,24,0,225,11.0,.586,.551,.174,0.5,9.6,5.2,15.5,2.9,0.0,15.9,17.1,0.1,0.3,0.4,.076,-3.7,0.9,-2.7,0.0,,gilleco01
430,Gabe Vincent,27,LAL,PG,11,0,218,3.1,.341,.571,.041,2.1,2.4,2.3,11.6,2.0,0.0,9.1,10.9,-0.3,0.1,-0.1,-0.033,-6.9,0.4,-6.5,-0.2,,vincega01
431,Markieff Morris,34,DAL,PF,26,1,216,6.6,.467,.618,.088,2.0,17.6,9.9,9.4,1.1,1.2,14.5,16.4,-0.3,0.2,-0.1,-0.014,-4.0,-1.3,-5.3,-0.2,,morrima02
432,Jaylen Nowell,24,2TM,SG,13,1,214,9.2,.494,.372,.115,3.0,9.6,6.2,13.6,0.9,0.8,7.9,17.8,0.0,0.1,0.1,.016,-4.1,-1.4,-5.4,-0.2,,nowelja01
432,Jaylen Nowell,24,MEM,SG,9,1,156,6.7,.453,.418,.055,2.0,8.0,4.9,15.7,0.9,0.0,8.2,16.9,-0.1,0.1,0.0,-0.007,-5.9,-1.6,-7.4,-0.2,,nowelja01
432,Jaylen Nowell,24,DET,SG,4,0,58,15.9,.585,.261,.261,5.7,13.7,9.6,8.1,0.8,2.9,7.2,20.3,0.1,0.0,0.1,.078,0.7,-0.8,-0.1,0.0,,nowelja01
433,Théo Maledon,22,2TM,PG,17,1,213,3.2,.385,.429,.214,2.0,10.8,6.3,17.8,1.6,0.0,19.0,19.6,-0.6,0.1,-0.5,-0.122,-8.3,-2.1,-10.3,-0.5,,maledth01
433,Théo Maledon,22,CHO,PG,13,1,200,3.9,.379,.455,.182,2.2,11.0,6.5,19.0,1.7,0.0,17.4,19.1,-0.5,0.1,-0.5,-0.110,-7.7,-1.8,-9.5,-0.4,,maledth01
433,Théo Maledon,22,PHO,PG,4,0,13,-8.0,.470,.000,.750,0.0,8.3,4.3,0.0,0.0,0.0,36.1,27.7,-0.1,0.0,-0.1,-0.296,-17.6,-6.1,-23.7,-0.1,,maledth01
434,Charles Bassey,23,SAS,C,19,0,205,17.7,.739,.025,.150,12.0,28.2,20.0,14.1,1.9,6.9,26.0,11.9,0.3,0.4,0.7,.157,-1.8,3.1,1.3,0.2,,bassech01
435,Taj Gibson,38,2TM,PF,20,1,204,5.9,.449,.270,.054,6.6,13.8,10.2,6.9,0.7,3.2,11.7,9.0,0.0,0.2,0.2,.044,-5.3,0.1,-5.3,-0.2,,gibsota01
435,Taj Gibson,38,NYK,PF,16,1,165,3.2,.335,.261,.087,6.8,12.3,9.5,6.7,0.6,3.4,17.3,7.6,-0.1,0.2,0.1,.019,-6.9,0.0,-6.9,-0.2,,gibsota01
435,Taj Gibson,38,DET,PF,4,0,39,17.6,.643,.286,.000,5.6,20.4,12.9,8.0,1.2,2.2,0.0,15.3,0.1,0.0,0.1,.149,1.2,0.4,1.7,0.0,,gibsota01
436,Moses Brown,24,POR,C,22,5,200,14.5,.477,.000,.477,19.6,29.2,24.1,5.4,1.2,3.2,12.3,19.1,-0.1,0.2,0.2,.044,-4.1,-2.4,-6.5,-0.2,,brownmo01
437,Kenneth Lofton Jr.,21,3TM,PF,21,0,199,14.7,.537,.308,.333,6.6,14.6,10.5,25.7,1.5,2.3,13.5,22.1,0.1,0.2,0.3,.068,-0.6,0.3,-0.3,0.1,,loftoke01
437,Kenneth Lofton Jr.,21,MEM,PF,15,0,99,8.4,.447,.270,.405,2.1,15.0,8.3,21.6,1.5,2.8,12.1,21.5,-0.1,0.1,0.0,-0.011,-5.4,0.9,-4.5,-0.1,,loftoke01
437,Kenneth Lofton Jr.,21,PHI,PF,2,0,9,-20.0,.167,.333,.000,0.0,37.5,18.4,0.0,0.0,0.0,25.0,38.4,-0.1,0.0,-0.1,-0.705,-23.4,-9.2,-32.6,-0.1,,loftoke01
437,Kenneth Lofton Jr.,21,UTA,PF,4,0,91,25.0,.690,.343,.314,12.2,12.0,12.1,32.7,1.6,2.0,13.1,21.1,0.4,0.0,0.4,.232,6.9,0.6,7.5,0.2,,loftoke01
438,Kobe Bufkin,20,ATL,SG,17,0,196,9.1,.424,.435,.087,3.2,15.6,9.2,19.3,1.7,2.3,9.5,22.4,-0.3,0.1,-0.1,-0.031,-4.3,-0.2,-4.5,-0.1,,bufkiko01
439,Colby Jones,21,SAC,SG,30,0,192,8.9,.422,.310,.155,9.7,13.7,11.7,13.9,1.8,2.4,11.6,19.1,-0.2,0.2,0.0,.007,-5.4,0.4,-5.0,-0.1,,jonesco02
440,Gui Santos,21,GSW,PF,23,0,192,15.6,.656,.491,.309,9.7,17.7,13.8,9.6,1.0,0.9,10.1,15.2,0.5,0.2,0.7,.169,0.0,-0.5,-0.5,0.1,,santogu01
441,Terry Taylor,24,CHI,PF,31,0,188,10.1,.558,.231,.128,9.9,12.1,11.0,7.0,1.3,1.1,14.5,11.3,0.1,0.1,0.3,.070,-3.1,-0.1,-3.2,0.0,,taylote01
442,Micah Potter,25,UTA,PF,16,0,186,11.0,.609,.525,.200,6.0,19.4,12.7,4.2,1.0,2.9,10.3,10.9,0.2,0.1,0.3,.075,-1.4,-0.9,-2.3,0.0,,pottemi01
443,Saben Lee,24,PHO,PG,24,0,185,13.5,.492,.291,.709,5.8,12.8,9.5,21.0,1.8,1.4,10.0,18.8,0.2,0.2,0.4,.099,-2.0,0.6,-1.4,0.0,,leesa01
444,Otto Porter Jr.,30,TOR,SF,15,1,174,8.7,.568,.697,.091,3.7,14.8,9.2,5.8,1.4,2.5,5.5,8.9,0.1,0.1,0.3,.070,-3.5,0.3,-3.2,-0.1,,porteot01
445,AJ Griffin,20,ATL,SF,20,0,171,1.2,.382,.629,.032,1.2,10.6,5.7,3.7,0.3,1.1,11.3,17.3,-0.4,0.0,-0.4,-0.120,-6.0,-3.5,-9.6,-0.3,,griffaj01
446,Joe Harris,32,DET,SG,16,0,170,4.6,.489,.769,.051,1.9,6.7,4.3,7.7,0.8,1.0,9.1,11.0,0.0,0.0,0.0,.001,-4.7,-1.1,-5.9,-0.2,,harrijo01
447,Trevelin Queen,26,ORL,SG,14,0,165,8.3,.462,.447,.316,2.1,12.2,7.1,14.5,2.1,2.8,13.9,13.3,-0.1,0.3,0.2,.056,-4.7,1.4,-3.4,-0.1,,queentr01
448,Zavier Simpson,26,MEM,PG,7,0,161,6.3,.377,.315,.074,2.6,11.3,6.8,22.5,2.1,1.7,15.2,17.5,-0.3,0.2,-0.2,-0.046,-6.2,0.3,-5.9,-0.2,,simpsza01
449,Thanasis Antetokounmpo,31,MIL,PF,34,0,155,5.5,.518,.033,.067,5.1,4.2,4.6,13.9,2.2,2.2,31.2,12.5,-0.2,0.1,0.0,-0.010,-6.7,0.3,-6.4,-0.2,,antetth01
450,Tristan Vukcevic,20,WAS,C,10,4,153,13.9,.554,.537,.328,4.1,21.5,12.6,12.1,1.5,3.7,11.5,23.9,0.0,0.1,0.1,.045,-3.5,-0.1,-3.6,-0.1,,vukcetr01
451,Darius Bazley,23,2TM,PF,9,0,152,13.9,.680,.267,.400,5.8,14.4,10.1,6.0,1.9,4.1,18.5,11.9,0.2,0.1,0.3,.084,-0.9,0.5,-0.4,0.1,,bazleda01
451,Darius Bazley,23,PHI,PF,3,0,10,-1.6,.000,.000,.000,0.0,11.2,5.5,23.2,0.0,0.0,50.0,8.6,0.0,0.0,0.0,-0.142,-7.7,-0.7,-8.4,0.0,,bazleda01
451,Darius Bazley,23,UTA,PF,6,0,142,14.9,.700,.276,.414,6.3,14.6,10.5,4.7,2.0,4.4,17.0,12.2,0.2,0.1,0.3,.100,-0.4,0.6,0.2,0.1,,bazleda01
452,DeJon Jarreau,26,MEM,SG,9,0,150,9.6,.392,.260,.220,5.6,27.3,16.0,25.4,2.0,1.2,14.1,18.3,-0.2,0.2,0.0,.002,-4.6,0.7,-4.0,-0.1,,jarrede01
453,Jules Bernard,24,WAS,SG,19,0,149,12.7,.544,.453,.141,7.0,11.8,9.3,15.4,0.9,0.5,10.5,21.5,0.0,0.0,0.1,.026,-0.6,-2.5,-3.0,0.0,,bernaju01
454,Jeff Dowtin Jr.,26,PHI,PG,12,0,142,18.2,.689,.528,.111,2.3,13.5,7.8,26.4,2.4,0.6,11.7,13.0,0.4,0.2,0.6,.193,2.0,1.3,3.3,0.2,,dowtije01
455,Sidy Cissoko,19,SAS,SF,12,0,141,12.0,.568,.364,.455,6.1,10.8,8.4,9.4,2.4,1.8,7.0,12.7,0.2,0.1,0.3,.110,-4.0,1.4,-2.7,0.0,,cissosi01
456,Brandon Clarke,27,MEM,PF,6,1,134,18.9,.548,.102,.119,10.2,16.2,13.1,12.2,1.8,4.2,4.6,20.8,0.1,0.2,0.3,.108,0.7,0.3,1.0,0.1,,clarkbr01
457,Emoni Bates,20,CLE,SF,15,0,133,2.6,.404,.673,.082,0.9,10.9,5.9,10.0,0.4,1.4,13.6,19.5,-0.4,0.1,-0.3,-0.092,-6.2,-3.0,-9.2,-0.2,,batesem01
458,Dru Smith,26,MIA,SG,9,0,131,12.8,.576,.515,.061,5.1,7.0,6.1,15.0,3.4,2.2,12.9,13.2,0.1,0.2,0.3,.125,-1.8,3.2,1.4,0.1,,smithdr01
459,Nate Williams,24,HOU,SG,22,0,129,15.6,.565,.100,.260,9.9,9.2,9.6,8.3,1.5,0.7,6.7,19.7,0.2,0.1,0.3,.110,-0.8,-0.8,-1.6,0.0,,willije02
460,T.J. Warren,30,MIN,SF,11,0,125,9.2,.479,.317,.098,4.8,14.8,10.0,10.1,1.6,0.7,8.6,16.5,0.0,0.2,0.2,.060,-5.0,0.5,-4.5,-0.1,,warretj01
461,Timmy Allen,24,MEM,SF,5,0,125,0.8,.272,.304,.087,3.4,11.8,7.4,5.4,1.6,0.0,7.7,8.9,-0.2,0.1,-0.1,-0.041,-10.3,-0.7,-11.1,-0.3,,allenti01
462,Jalen Pickett,24,DEN,SG,27,0,122,9.7,.571,.714,.114,0.9,11.5,6.4,21.7,1.6,0.0,19.7,16.4,0.0,0.1,0.2,.065,-2.7,-0.5,-3.3,0.0,,pickeja02
463,Luka Garza,25,MIN,C,25,0,122,21.8,.576,.427,.333,18.6,10.7,14.4,5.9,1.6,0.7,6.5,33.3,0.2,0.2,0.4,.166,0.6,-2.7,-2.1,0.0,,garzalu01
464,Mãozinha Pereira,23,MEM,SF,7,1,122,15.7,.609,.371,.286,9.5,24.3,16.6,2.5,2.4,3.1,11.3,15.6,0.1,0.2,0.3,.123,-1.2,0.7,-0.5,0.0,,pereima01
465,Jahmi'us Ramsey,22,TOR,SG,7,1,121,10.6,.538,.537,.146,3.6,16.7,10.0,9.1,2.8,0.0,13.8,17.9,-0.1,0.1,0.1,.021,-3.9,-0.5,-4.4,-0.1,,ramseja01
466,Marques Bolden,25,2TM,C,11,2,121,16.0,.691,.040,.160,9.0,22.8,15.8,4.8,1.2,5.4,10.1,10.9,0.2,0.1,0.3,.134,-2.1,-0.5,-2.7,0.0,,boldema01
466,Marques Bolden,25,MIL,C,2,0,3,3.0,,,,0.0,71.5,36.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.102,-7.8,2.3,-5.5,0.0,,boldema01
466,Marques Bolden,25,CHO,C,9,2,118,16.4,.691,.040,.160,9.2,21.6,15.2,4.9,1.3,5.5,10.1,11.1,0.2,0.1,0.3,.135,-2.0,-0.6,-2.6,0.0,,boldema01
467,Mouhamadou Gueye,25,TOR,PF,11,0,120,4.6,.310,.079,.237,10.8,10.3,10.5,5.3,1.2,13.2,22.2,19.2,-0.5,0.2,-0.4,-0.147,-11.0,-0.9,-11.9,-0.3,,gueyemo01
468,Xavier Moon,29,LAC,SG,14,1,119,8.1,.352,.370,.043,7.9,9.2,8.5,23.4,1.2,2.3,9.6,19.1,-0.2,0.1,-0.1,-0.026,-4.7,-1.4,-6.1,-0.1,,moonxa01
469,Robert Williams,26,POR,C,6,0,119,17.2,.684,.000,.346,9.8,27.0,17.9,6.3,2.9,5.3,18.9,13.2,0.2,0.2,0.4,.144,-2.2,2.9,0.7,0.1,,williro04
470,Brandon Williams,24,DAL,PG,17,0,113,9.3,.439,.278,.315,3.9,8.7,6.3,20.9,0.4,0.8,10.2,26.0,-0.2,0.1,-0.1,-0.044,-2.7,-2.8,-5.5,-0.1,,willibr03
471,Udoka Azubuike,24,PHO,C,16,0,113,12.3,.609,.000,.565,11.6,20.0,16.0,3.6,0.4,4.7,12.2,12.6,0.1,0.1,0.2,.100,-3.0,-0.1,-3.2,0.0,,azubuud01
472,Matthew Hurt,23,MEM,PF,8,0,113,8.4,.453,.588,.088,8.4,7.1,7.7,5.1,1.3,2.5,5.4,14.2,0.0,0.1,0.1,.031,-3.0,-0.7,-3.7,-0.1,,hurtma01
473,Jalen Hood-Schifino,20,LAL,SG,21,0,109,-1.5,.316,.333,.444,2.1,10.7,6.6,9.1,1.3,1.6,14.3,24.9,-0.6,0.1,-0.5,-0.222,-12.4,-3.7,-16.1,-0.4,,hoodsja01
474,Dylan Windler,27,3TM,SF,17,0,108,14.2,.717,.900,.000,2.9,13.4,8.1,12.3,0.9,0.0,6.3,12.5,0.3,0.0,0.3,.140,1.7,-1.0,0.7,0.1,,windldy01
474,Dylan Windler,27,NYK,SF,3,0,7,15.5,.750,1.000,.000,0.0,16.1,8.0,20.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,.238,3.7,3.8,7.4,0.0,,windldy01
474,Dylan Windler,27,LAL,SF,8,0,28,15.9,.667,.889,.000,0.0,11.3,6.0,28.2,0.0,0.0,0.0,13.9,0.1,0.0,0.1,.194,3.8,-0.6,3.2,0.0,,windldy01
